S.No,Title,Address,Category,Contact No,District,Area
908,bismillah auto electrion,98 Shahrah-e-Faisal,   Auto repair shop, 0307 2113192,East,Faisal Cantonment
909,Jamal Rakshaw mechanic,W36F+GRR, Mechanic,,East,Gulshan
910,Jameel Autos,5+ years in business  X3F8+7QF, Auto repair shop,,Central,Nazimabad
911,Jan Ali Tyre Shop,, Wheel store, 0333 3900321,Central,Nazimabad
912,Janan Motors & Rent A Car,Hijri Rd, Car rental agency, 0321 2421988,East,Johar
913,Jansons Tyres,"Bahadurshah Zafar Market, Shop No. 101, M.A Jinnah Rd, near Bahadurshah Zafar Market", Tire shop, 0321 8777552,East,Johar
914,Japan Battery Wala,B-2 University Rd, Car battery store,,East,Gulshan
915,JAPAN CAR AIR CONDITIONING,V3C5+3W9, Auto air conditioning service, (021) 34534717,East,Johar
916,Japan Tyre,Mohan Rd, Tire shop,,East,Johar
917,Japan Tyres,V2HV+3PV, Tire shop,,East,Johar
918,Japani Auto Mechanic,Shah Faisal Town Rd, Tuning automobile,,East,Faisal Cantonment
919,Japani Auto Repair,Karachi, Tuning automobile, 0345 2917320,East,Faisal Cantonment
920,Japanwala Autos,3+ years in business  W3J9+4GC, Auto repair shop,0300 2044320,Central,Gulberg
921,Bismillah Auto workshop & spareparts.(Cars),X385+3F8,   Auto repair shop,,Central,Nazimabad
922,Japanwala Wheels,Shop 5 Al Madina Arcade، Khalid Bin Walid Rd, Tire shop, (021) 34539540,East,Johar
923,Bismillah Autos,Kiran Hospital Rd, Mechanic,0333 3753133,East,Gulzar E Hijri
924,Jawaid Ustad Car Mechanic,3+ years in business  Karachi, Mechanic, 0346 2100890,East,Faisal Cantonment
925,Jawed Autos,"Al-Siraj Square, Pakistan Ave", Motorcycle parts store,,Central,Gulberg
926,Jeelani Autos,, Auto parts store, 0336 8298494,East,Gulshan
927,Bismillah Autos,Village Khadim Hussain, Mechanic,,East,Gulzar E Hijri
928,Jinnah International Airport (JIAP),Airport Road, International airport,(021) 99071111,,
929,Jinnah Rent A Car,W44P+V49, Car rental agency,      0305 2342359,East,Johar
930,JJ Autos,5+ years in business  W2QV+V94, Auto repair shop,,Central,Nazimabad
931,JK Computerized Wheel Alignment & Tyre Shop,W4GQ+F8Q, Wheel alignment service, 0332 3215535,East,Johar
932,johar honda autos,"Ramsha Avenue, Shop A45 commercial 2 Rabia city b-18 gulistan e johar, Rabia City Bunglows Rd", Honda dealer, 0345 3394109,East,Johar
933,Joint Technology Pakistan (Private) Limited,"7+ years in business  near Chandni Chowk, Paposh Nagar", Web hosting company, (021) 36620391,Central,Nazimabad
934,Joji Automobile Mechanic,5+ years in business  V2FJ+38R, Mechanic,0300 3554184,Central,Nazimabad
935,Joji Rent A Car,Nagan Chowrangi Flyover, Car rental agency,      0321 2671904,East,Gulshan
936,Bismillah autos,Unnamed Road, Mechanic, 0336 0990786,East,Gulzar E Hijri
937,Jubilee General Insurance,"Khalid Bin Walid Rd, P.E.C.H.S Block 2 Block 2 PECHS, Karachi, Karachi City, Sindh 75400", Insurance company, 0345 3231859,East,P.E.C.H.S
938,Jubilee General Insurance - Window Takaful Operation's,"House, 3rd Floor, Jubilee Insurance, I.I Chundrigar Rd, Seari Quarters, Karachi, Karachi City, Sindh", Insurance company, (021) 111 654 111,Central,
939,Jubilee General Insurance Company Limited," I.I Chundrigar Rd, City Railway Colony, Karachi, Karachi City, Sindh 74000", Insurance company, 0800 037 86,Central,
940,Jubilee Life Insurance," V3RJ+MM3, KDA Scheme 1 Extension Kathiawar CHS, Karachi, Karachi City, Sindh", Life insurance agency,0300 2352786,East,
941,Jubilee Life Insurance Head Office,"Food St Rd, Lalazar Karachi, Karachi City, Sindh", Insurance agency, (021) 111 111 554,South,
942,Jubilee Life Insurance Liberty Branch,"OFFICE#109 Asia Pacific Trade Center, Main Rashid Minhas Rd, Block 19 Gulistan-e-Johar, Karachi City, Sindh", Insurance company, (021) 38096457,East,Johar
943,Junaid Battery Center,W35J+MVV, Car battery store, 0311 2608387,East,Gulshan
944,Junaid Transport Service,"Main University Road Saleem Centre Shor 27 28, opp. Urdu Science College", Car rental agency,      0332 3518971,East,Johar
945,K K AUTOS,Office#8 Haroon Royal City Phase-1, Auto parts store, 0301 2129910,East,Johar
946,K P L AUTOS,W3PG+5M4, Auto parts store,,Central,Gulberg
947,K.B.S. Wheels & Tyres,"107 J Khalid Bin Walid Rd, opposite Noorani Kabab House", Tire shop, 0345 3092665,East,Johar
948,k.k 2d service,      0333 3922253, Car rental agency,,East,Gulshan
949,Kabli Car Parts,Allama Rasheed Turabi Rd, Auto parts store, 0303 2663341,East,Gulshan
950,Kachkool Tyre Shop,Unnamed Road, Tire shop,0322 9954171,East,Johar
951,Bismillah Autos & Auto Mechanic,7+ years in business  Erum Shopping Emporium Sher Shah Rd,   Auto repair shop,,East,Faisal Cantonment
952,Bismillah Autos & Bike Wash,5+ years in business  2 Moulana Yousuf Ludhianwi Shaheed Rd, Mechanic,,East,Gulzar E Hijri
953,Bismillah Autos 1,,   Mechanic,0321 2153567,Central,Gulberg
954,Kami bhai,A 126, Car rental agency,    ,Central,Gulberg
955,Bismillah Bike Repair And Auto Parts,X3WV+X4W,      Electronics store,0305 2295034,East,Gulzar E Hijri
956,Kamran Car Autos And Workshop,3+ years in business  R2JX+4XF, Car repair and maintenance,,Central,Gulberg
957,Bismillah Rent A car,R4CG+Q22,   Car leasing service,,Central,Nazimabad
958,Karachi,Block 5-C, Transportation service,0333 2161419,Central,Nazimabad
959,Karachi Autos and Bike Mechanic,Pehlwan Goth Rd, Motorcycle repair shop,0332 3741105,East,Johar
960,Bismillah Tyre Shop,SC 19,   Tire shop, 0300 2244882,Central,Nazimabad
961,Karachi Car Detailing And Quick Car Wash,3+ years in business  W44Q+RCW, Auto restoration service,0321 2800682,East,Johar
962,Karachi Car Detailing Studio,3+ years in business  D4, Car wash,      0321 2688216,East,Johar
963,Karachi Car Detailing کراچی کار ڈیٹیلِنگ,National Stadium Rd, Car detailing service,      0321 2688216,East,Johar
964,Bismillah Work Shop Ayaz Khan,"Shop# A-69, Baba-e-Arif ",Car detailing service, 0300 2437945,East,Gulzar E Hijri
965,Karachi Car Wash,"5+ years in business  Unnamed Rd,", Car wash,,East,Johar
966,Karachi Car Wash Center,,Car wash,0321 2466400,East,Gulshan
967,Karachi car wash Nazimabad No 1,Nazimabad Rd  In MCB Bank Enquiry Office Branch ,Car wash, 0313 2752027,East,Gulshan
968,Bnh car rentals,Shah Faisal Town,   Car rental agency,0303 2166016,East,Johar
969,Bnilg tyre shop,157,   Tyre manufacturer,  0345 6169640,East,Johar
970,Karachi king service station,"Plot CS 42, Federal B Area",Car wash,,East,Gulshan
971,Karachi Korangi rent,Korangi 21/2, Car rental agency,      0316 2224674,Central,Nazimabad
972,Karachi Korangi rent a car,"Civic center, karachi", Transportation service,      0316 2224674,East,Gulshan
973,Brotech Engineering,"Plot A, 646",   ATV repair shop,,East,Gulshan
974,Karachi Oil Change,, Car repair and maintenance, 0311 1103111,East,Gulshan
975,Karachi Pappu Auto Electrician,"Plot 31 A, Block, 2", Auto electrical service, 0345 2427421,East,Faisal Cantonment
976,Karachi rent a car,Rashid Minhas Rd  In In tech solution, Car rental agency,      0324 3290964,East,Johar
977,Karachi Rent A Car Service,Multi Chowk Rd, Car rental agency,      0300 2077666,Central,Nazimabad
978,Karachi Rental Car Service,"Shop No. 40, Block No. 40 Defence Garden apartments, Main Korangi Rd, near UBL Defence Garden branch", Car rental agency,    ,East,Johar
979,Karachi Rental Services,Britto Rd, Car rental agency,      0333 2234812,East,Johar
980,Karachi Repairs,E-10A National Cement Officers Colony, Property maintenance,      0332 6678622,East,Johar
981,karachi Royal Rent,Multi Chowk Rd  In Karachi Royal Rent A Car, Car rental agency,      0301 2290738,East,Gulshan
982,Karachi Royal Rent A car,Main University Rd,      Tour agency,,East,Johar
983,Karachi super Rent A car,Soldiar bazar no 3, Car rental agency,      0300 3504419,East,Johar
984,Karachi Tyre Shop,W44Q+HMR, Tire shop,,East,Johar
985,Karachi University Car Bake Paint,KU Circular Rd, Car detailing service, 0321 2488794,East,Gulshan
986,Brother's Rent A Car,V3CR+97H  In City Centre Shopping Mall,   Car rental agency, 0313 2083567,Central,Nazimabad
987,Karamat Car Mechanic,, Mechanic,  0300 3473372,East,Faisal Cantonment
988,Kareem tyres,"Unnamed Road, Niazi Colony Rd", Tire shop, (021) 32386210,East,Johar
989,BTS BUNTY TRANSPORT SERVICES,w448+49,   Car rental agency,,East,Johar
990,Karim Tyre shop,blessing square, Tyre manufacturer, 0300 2250578,East,Gulshan
991,Karimi Autos,Shahrah-e-Qaideen, Auto parts store, 0300 2356407,Central,Nazimabad
992,KARIMI AUTOS HONDS 2S DEALER,Plot F 8/22B, Motorcycle repair shop,0332 5452823,Central,Nazimabad
993,"Bubbles Car Care, North Chapter","D-37, Street 1 ",Car detailing service, 0333 2281758,East,Gulzar E Hijri
994,Kashif & Mushtaq Motor Cycle Mechanic,5+ years in business  W455+F83, Mechanic, 0314 2120409,East,Gulshan
995,Kashif Autos,3+ years in business  Shop no 1، Saleem Center، University Road, Auto electrical service,,East,Gulshan
996,Kashif Tyre Pangchar Shop,XX2H+9FV, Tire shop,,Central,Nazimabad
997,Kawish&Waqas Rent A Car,C-17 Eastern Square Street Karachi 75950 Eastern Square Street, Car dealer,,Central,Nazimabad
998,KB Car Rentals,"Shop # G-3 , Allience Arcade, 4rth Anda Mor street, Nagan Chorangi", Car rental agency,  0335 2571075,East,Gulshan
999,KDA Apartments Block A North Nazimabad,5+ years in business  Sharah-e-Humayun, Auto electrical service,    ,Central,Nazimabad
1000,KDA Puncture Shop,W2JP+RR6, Wheel store,,Central,Gulberg
1001,Kehkashan Autos,Sindh Govt HospitalRoad, Mechanic, 0333 2216168,Central,Nazimabad
1002,Key Maker ( Shehroz ),"Gulistan-e-Jauhar, Block#7, Street No. 6", Mechanic,      0301 2492474,East,Johar
1003,Khaleel motors Car A/C,, Car repair and maintenance, 0300 8943360,Central,Gulberg
1004,Khalid Autos,3+ years in business  W3WG+5G4, Motorcycle repair shop,,Central,Gulberg
1005,Bukhari Car Wash,"B-46 Sector 4-A, Opposite Mustakeem CNG, near Bhutto Chowk",Car wash,  0320 8220700,East,Gulzar E Hijri
1006,KHALIFAH MOTORS,Sumaira Pride, Car leasing service, 0336 3318868,East,Johar
1007,Khalil Car Wash,W4PP+2QR, Car wash,,East,Johar
1008,Khalil Rent A Car,"Al-Aslam Plaza, Plot SG 31, Shahrah-e-Usman, Sector 11H, North Karachi", Car rental agency,,Central,Gulberg
1009,Khan Auto & spare parts,, Motorcycle repair shop,,Central,Nazimabad
1010,Khan Autos - Car Spare Parts,8 Shahrah-e-Jahangir, Auto parts store, 0333 2136023,East,Gulshan
1011,Khan Autos Workshop,W4R3+H64, Auto bodywork mechanic, 0321 4659302,Central,Gulberg
1012,Khan Bhai Puncture Shop,W2PV+63C, Tire shop, 0311 3281592,East,Gulshan
1013,Khan Brothers Tire Shop,W364+6P7, Tire shop,,East,Johar
1014,Khan Mohammad autos,X35G+6GX, Auto parts store, 0300 2827623,Central,Gulberg
1015,Burhan Rent A Car,University Rd ,Car rental agency, 0321 2098809,East,Gulzar E Hijri
1016,KHAN RENT A CAR AND TRANSPORT SERVICES,1 Muraqba Hall Road, Car rental agency,      0315 0004044,Central,Nazimabad
1017,Khan service station,Plot 2 E,Car wash,,East,Gulshan
1018,Burki Impex,X34X+JMW,      Tire shop,  0302 2107522,East,Gulzar E Hijri
1019,Khan Tyre Puncture Shop,Amir Khusro Road, Auto repair shop,,East,Johar
1020,Khan Tyre Shop,"Block D, 1637 Sub, Altaf Ali Barelvi Rd", Auto repair shop, 0300 2187203,East,Johar
1021,Burraq Autos & Car wash,"Plot LS-3, Street ST -7 Sector 7/D 1 Near Anda More، Al-Amna Ave ",Car wash, 0315 2902121,East,Gulzar E Hijri
1022,Khanji car wash,DHA Link Rd, Car wash,,East,Johar
1023,Khizar Tyre Shop,W45J+M4R, Tire shop, 0306 2561940,East,Johar
1024,Khuda Buksh Motor Workshop,10+ years in business  W4M3+493, Auto repair shop,0300 2119399,East,Johar
1025,Khurram Car Wash,Sagheer Center, Car wash, 0312 2903356,East,Johar
1026,Khurram Engineering Work,3+ years in business  W3CQ+HQH, Mechanic, 0314 2090755,East,Gulshan
1027,Khurram Tyre Shop,W27M+GGW,      Motorcycle repair shop,,East,Johar
1028,Khursheed Autos. Motorcycle mechanics & Restoration.,"Shah Suleman Rd, Gharibabad, Liaquatabad", Mechanic, 0300 9235994,East,Gulshan
1029,Khurshid autos,W456+F4J, Motorcycle repair shop,,East,Gulshan
1030,Khurshid car ac,"Plot # 131-1-L, near Rahat Bakery, Karachi ",Car detailing service,,East,Gulshan
1031,Caltex Car Wash,,   Car wash,,East,Johar
1032,Kia Motors Society Service,University Rd, Tuning automobile, 0311 1639111,East,Gulshan
1033,KIA Motors South,"12/1 Sector 23, Main Korangi Rd (Service Lane", Car wash, 0304 1111542,East,Johar
1034,King Auto Spare Parts,"pak avnue shop, Cantonment Graveyard Rd", Auto parts store, 0303 2419977,East,Johar
1035,KK Autos Wholesaler & Retailer,New Rd Service Ln, Motorcycle parts store, 0343 2441990,East,Johar
1036,KK properties & Car Rental,, Car rental agency, 0304 2277752,Central,Gulberg
1037,Kk rent a car,V5PG+R8H, Car rental agency, 0315 8777017,East,Gulshan
1038,KKR Car Wash and Oil Change,Plot B 5, Car wash, 0334 0375322,East,Johar
1039,Kohat rent a car,18th Commercial St, Tesla showroom,      0345 6070004,East,Gulshan
1040,Krax car spa & auto workshop,Afzal St  In Chai Talks, Car wash,0332 6500004,East,Johar
1041,"KRAX Denter, Painter and Mechanics",Afzal St, Auto painting, 0318 2199199,East,Johar
1042,Kumho tire shop,V3WH+XFJ, Tire shop,,East,Johar
1043,Kundan Rent A Car,, Car rental agency,      0321 2238683,East,Gulshan
1044,ladla autos,"shop #6, near johar chowrangi",      Motorcycle parts store, 0314 2068487,East,Johar
1045,Lala car detailing,"Shop no.2 ahangrila, apartment  In Grey Skyline", Car accessories store,,East,Johar
1046,lala car polish & detailing,Ahmed St, Car detailing service,0333 2067803,East,Johar
1047,Lashari transport service,Apposite ilyas masjid bhittaiabad, Transportation service, 0300 3834879,East,Johar
1048,Lassa Grand Tyre,Block P Road, Tire shop,,East,Gulshan
1049,Led TV repair home service to all karachi,"Al Naseer Square, J, 5", ATV repair shop,0311 8417154,Central,Gulberg
1050,Lee Garage DHA,45C 14th Commercial Street, Auto bodywork mechanic, 0335 3509002,East,Faisal Cantonment
1051,Liaqat Auto Electrician,74700 Yasin Malik Rd, Auto air conditioning service, 0312 3550093,Central,Nazimabad
1052,Lil Tint Car Detailing,"Plot # 11C, 15th Commercial St", Car detailing service,0349 2519902,East,Johar
1053,Limton Innovative Systems,"4th Floor, Shahnaz Arcade, Shaheed-e-Millat Rd", Corporate office, (021) 111 546 866,,
1054,Lords Impex,I.I Chundrigar Rd, Tire shop, (021) 32211274,East,Johar
1055,Lucky Autos,W3PG+3JJ,      Motorcycle parts store,,Central,Gulberg
1056,Lucky car detailing,V33H+84G, Car wash,0306 2417600,East,Johar
1057,Lucky Star Autos,Al-Siraj Square, Motorcycle parts store,,Central,Gulberg
1058,Lucky Tyre Shop,X558+VQW, Tire shop,      0333 9248785,East,Johar
1059,Luxury Car Detailing,VX9P+F4Q ,Car wash, 0306 0827034,East,Gulshan
1060,Luxury Ceramic Glass Coating,"3+ years in business  C7, 10A Rashid Minhas Rd", Car wash, 0302 2857030,East,Johar
1061,Canon Autos and Bush Center,,   Auto parts store, 0336 7111981,East,Johar
1062,M Shafi Autos,Rashid Minhas Rd Service Ln, Auto parts store,,East,Gulshan
1063,M. Motors And Car Rentals,W2FM+P4W, Corporate office, 0322 8844747,Central,Nazimabad
1064,M. Naeem Autos,3+ years in business  Plot A 12, Car repair and maintenance, 0333 2204084,East,Johar
1065,Car auto parts karachi,Shop No.7 Mohsin Corner,   Mechanical contractor, 0335 2779068,East,Johar
1066,M.K Motors,Unnamed Road, Auto bodywork mechanic,0345 6089885,East,Faisal Cantonment
1067,M.K. Autos,"3+ years in business  Mk Autos ,Shop no A1/1 Zahid square, main Rashid Minhas Rd", Car repair and maintenance,,East,Gulshan
1068,M.kays Car Wash,3+ years in business  Hyderabad, Car wash,      (022) 2676016,East,Johar
1069,M.M Automobile & Rent A Car,Rashid Minhas Rd, Car rental agency,0335 9219200,East,Johar
1070,M.Q Car Wash and Oil Change,R5P5+2WH ,Car wash, 0300 2508328,East,Gulshan
1071,Car Care,Huzaifa St, Mechanic, 0344 2181838,East,Gulzar E Hijri
1072,CAR CLEANERS.PK,Glamour Arcade ,Cleaners, 0302 1052277,East,Gulzar E Hijri
1073,Car Denter Shop,W4WX+2JC, Auto body shop,,East,Gulzar E Hijri
1074,MA Tyres Service,"blessing square, Jahangir Ave", Auto repair shop,,Central,Gulberg
1075,Maa,"Services Club, Shop No 13, Merewether Rd, Saddar Town", Car rental agency,(021) 35318431,East,Gulshan
1076,MA-Autos,In Maria Apartments, Mechanic,      0313 1497226,Central,Gulberg
1077,Maaz Autos,zahid square block 16, Used auto parts store, 0315 2321954,Central,Gulberg
1078,Macca Autos,W3P8+V9Q, Mechanic,0333 2272172,Central,Gulberg
1079,Macca Oil Services,Mubarak Shaheed Rd ,Car wash, 0333 2283469,East,Gulshan
1080,Car Detailing garage,In Sunday and Wednesday Bazaar ,Car detailing service, 0313 2144021,East,Gulzar E Hijri
1081,Madina Auto Parts,W4MP+XCM, Auto parts store,,East,Johar
1082,Madina autos,Unnamed Road, Mechanic, 0316 2244408,East,Faisal Cantonment
1083,Car Electrition Shop,Suparco Rd, Electronics store,,East,Gulzar E Hijri
1084,Madina Autos Spare Parts,, Auto parts store,(021) 34592895,East,Faisal Cantonment
1085,Madina Battery Charging,Rashid Minhas Rd, Car battery store,,East,Gulshan
1086,MADINA BATTERY TRADERS,FL-6, Car battery store, 0311 2777585,East,Gulshan
1087,Madina car whash,W349+VRV,Car wash,,East,Gulshan
1088,Madina Motors Hafeez ustaad,Asmat Corner, Mechanic, 0322 3389232,Central,Gulberg
1089,Madina Oil & Car Wash,Shop No. 1/2 House K-500 Area K,      Post office,0321 8254552,East,Johar
1090,Madina Wheels,shop # 8 Saeed Center, Wheel alignment service, 0301 2262677,East,Johar
1091,Madni Auto Workshop Gulsher,Omega Apartments, Auto bodywork mechanic,,East,Johar
1092,Madni Car Autos,W3CQ+HXH, Mechanic,,East,Johar
1093,Car for rent,"15A/1 buffer zone. North Karachi ""Sareena mObi¦e Market Shop number 07  In Serena Mobile Mall",   Car rental agency,0335 7560054,East,Gulshan
1094,Mahmood Auto Bikes,"iqra complex, gulistan e juher block 17th", Motorcycle dealer, 0300 9252237,East,Johar
1095,mahmood autos,W25J+2QG, Car inspection station, 0312 1095280,Central,Nazimabad
1096,Car Heaven Rent a Car,,   Car rental agency, 0306 1112239,East,Gulshan
1097,Main Tyre Market Karachi,9 M.A Jinnah Rd, Tire shop, 0342 2108983,East,Johar
1098,Mairaj Autos,5+ years in business  W397+C4H, Motorcycle repair shop, 0300 3456646,Central,Nazimabad
1099,Majeed Cycle & Auto Works,50+ years in business  W3FP+76F, Auto repair shop, 0345 2695360,East,Gulshan
1100,Majid Autos,3+ years in business  W4HQ+PJV, Auto repair shop,,East,Johar
1101,Makka Autos,"Shop No.4, SB-12", Motorcycle parts store, 0333 2316348,East,Gulshan
1102,Car Master Rent A Car &. Car dealers,Metroville Rd,   Car rental agency, 0348 2111957,Central,Nazimabad
1103,Makkah Autos & Spare Parts (Asif Mechanic) مکہ آٹوزاینڈ اسپیر پارٹ[آصف مکنیک],770 Azizabad Main Rd, Auto parts store, 0334 3709020,East,Gulshan
1104,Makkah autos fb area.,Shop no A#5 cosmos plaza gulberg, Auto parts store, 0332 1128840,Central,Gulberg
